id,name,is_land,is_sea,good,dist_to_iron,dist_to_coal,paired_score,status,owner_tag,start_pop,total_life_rating
438,Orleans,True,False,timber,1,1,1,PASS,DUA,,32
439,Bourges,True,False,timber,2,1,2,PASS,DUA,,32
440,Blois,True,False,grain,1,2,2,PASS,DUA,,31
441,Tours,True,False,iron,0,1,1,PASS,DUA,,31
442,La Rochelle,True,False,fish,2,1,2,PASS,DUA,,31
443,Poitiers,True,False,grain,1,1,1,PASS,DUA,,31
444,Angouleme,True,False,cattle,2,2,2,PASS,DUA,,31
445,Limoges,True,False,cattle,2,2,2,PASS,DUA,,31
446,Chateauroux,True,False,grain,1,1,1,PASS,DUA,,32
447,Tulle,True,False,fruit,2,1,2,PASS,DUA,,31
448,Clermont-Ferrand,True,False,coal,2,0,2,PASS,DUA,,31
449,Aurillac,True,False,cattle,2,1,2,PASS,DUA,,31
450,Cahors,True,False,timber,3,2,3,PASS,DUA,,31
451,Lyon,True,False,iron,0,1,1,PASS,DUA,,34
452,St Etienne,True,False,coal,1,0,1,PASS,DUA,,32
453,Valence,True,False,fruit,1,1,1,PASS,DUA,,31
454,Grenoble,True,False,wool,2,2,2,PASS,DUA,,31
455,Toulouse,True,False,grain,3,2,3,PASS,DUA,,31
456,Montauban,True,False,tobacco,3,2,3,PASS,DUA,,31
457,Foix,True,False,grain,2,1,2,PASS,DUA,,32
458,Bordeaux,True,False,fruit,2,2,2,PASS,DUA,,31
459,Mont de Marsan,True,False,grain,2,2,2,PASS,DUA,,31
460,Pau,True,False,grain,1,1,1,PASS,DUA,,31
461,Montpellier,True,False,cattle,3,3,3,PASS,DUA,,31
462,Rodez,True,False,cattle,3,2,3,PASS,DUA,,31
463,Carcassone,True,False,grain,3,2,3,PASS,DUA,,31
464,Perpignan,True,False,grain,3,2,3,PASS,ARA,,31
465,Annency,True,False,coal,1,0,1,PASS,SAR,,31
466,Chambery,True,False,grain,1,1,1,PASS,SAR,,31
467,Marseilles,True,False,fruit,3,3,3,PASS,PRV,,32
468,Avignon,True,False,sulphur,2,2,2,PASS,PRV,,31
469,Digne,True,False,silk,3,2,3,PASS,PRV,,31
470,Toulon,True,False,silk,3,3,3,PASS,PRV,,32
471,Frejus,True,False,silk,4,3,4,PASS,PRV,,31
472,Nice,True,False,grain,3,2,3,PASS,GEN,,33
473,Corsica,True,False,fish,-1,2,-1,ISLAND,ARA,,34
474,La Coruna,True,False,fish,3,1,3,PASS,SPA,,35
475,Oviedo,True,False,coal,2,0,2,PASS,SPA,,35
476,Vigo,True,False,fish,3,1,3,PASS,SPA,,35
477,Leon,True,False,coal,2,0,2,PASS,SPA,,35
478,Santander,True,False,fish,1,1,1,PASS,SPA,,35
479,Burgos,True,False,iron,0,2,2,PASS,SPA,,35
480,Valladolid,True,False,cattle,1,1,1,PASS,SPA,,35
481,Soria,True,False,grain,1,2,2,PASS,SPA,,35
482,Salamanca,True,False,grain,1,1,1,PASS,SPA,,35
483,Avila,True,False,grain,1,2,2,PASS,SPA,,35
484,Badajoz,True,False,wool,1,2,2,PASS,SPA,,35
485,Almendralejo,True,False,wool,1,2,2,PASS,SPA,,35
486,Caceres,True,False,iron,0,2,2,PASS,SPA,,35
487,Madrid,True,False,precious_goods,1,3,3,PASS,SPA,,40
488,Siguenza,True,False,grain,1,3,3,PASS,SPA,,35
489,Toledo,True,False,iron,0,3,3,PASS,SPA,,35
490,Cuenca,True,False,grain,1,3,3,PASS,SPA,,35
491,Ciudad Real,True,False,grain,1,2,2,PASS,SPA,,35
492,BIlbao,True,False,iron,0,2,2,PASS,NAV,,35
493,Pamplona,True,False,fruit,1,1,1,PASS,NAV,,35
494,Logrono,True,False,iron,0,2,2,PASS,NAV,,35
495,Zaragoza,True,False,grain,1,1,1,PASS,ARA,,35
496,Huesca,True,False,coal,2,0,2,PASS,ARA,,35
497,Teruel,True,False,iron,0,2,2,PASS,ARA,,35
498,Barcelona,True,False,precious_goods,2,1,2,PASS,ARA,,40
499,Gerona,True,False,fruit,3,1,3,PASS,ARA,,35
500,Lerida,True,False,coal,2,0,2,PASS,ARA,,35
501,Tarragona,True,False,grain,1,1,1,PASS,ARA,,35
502,Balearic Islands,True,False,cattle,-1,-1,-1,ISLAND,ARA,,35
503,Valencia,True,False,fruit,1,3,3,PASS,ARA,,35
504,Castellon,True,False,fruit,1,2,2,PASS,ARA,,35
505,Alicante,True,False,fruit,1,3,3,PASS,ARA,,35
506,Cartagena,True,False,iron,0,3,3,PASS,SPA,,35
507,Murcia,True,False,iron,0,3,3,PASS,SPA,,35
508,Albacete,True,False,fruit,1,2,2,PASS,SPA,,35
509,Seville,True,False,grain,2,1,2,PASS,SPA,,35
510,Cordoba,True,False,grain,1,1,1,PASS,SPA,,35
511,Huelva,True,False,grain,1,2,2,PASS,SPA,,35
512,Cadiz,True,False,fish,2,1,2,PASS,SPA,,35
513,Granada,True,False,iron,0,1,1,PASS,SPA,,35
514,Malaga,True,False,coal,1,0,1,PASS,SPA,,35
515,Almeria,True,False,iron,0,2,2,PASS,SPA,,35
516,Jaen,True,False,grain,1,2,2,PASS,SPA,,35
517,Gibraltar,True,False,fish,2,1,2,PASS,SPA,,35
518,Oporto,True,False,fruit,2,2,2,PASS,SPA,,35
519,Vila Real,True,False,fruit,2,1,2,PASS,SPA,,35
520,Covilha,True,False,wool,1,2,2,PASS,SPA,,35
521,Lisbon,True,False,grain,2,4,4,PASS,SPA,,35
522,Coimbra,True,False,fruit,2,3,3,PASS,SPA,,35
523,Abrantes,True,False,grain,2,3,3,PASS,SPA,,35
524,Setubal,True,False,fish,1,4,4,PASS,SPA,,35
525,Evora,True,False,grain,1,3,3,PASS,SPA,,35
526,Beja,True,False,iron,0,3,3,PASS,SPA,,35
527,Faro,True,False,fruit,1,3,3,PASS,SPA,,35
528,Hamburg,True,False,fruit,4,3,4,PASS,SCA,,40
529,Lauenburg,True,False,grain,4,3,4,PASS,SCA,,40
530,Lubeck,True,False,fish,4,4,4,PASS,SCA,,40
531,Stade,True,False,cattle,4,3,4,PASS,HAN,,40
532,Luneburg,True,False,cattle,3,2,3,PASS,HAN,,40
533,Heligoland,True,False,fish,4,5,5,PASS,SCA,,30
534,Hanover,True,False,fruit,3,1,3,PASS,HAN,,40
535,Nienburg,True,False,grain,3,2,3,PASS,HAN,,40
536,Brunswick,True,False,fruit,2,1,2,PASS,BRA,,40
537,Gottingen,True,False,grain,1,1,1,PASS,BRA,,40
538,Osnabruck,True,False,grain,3,1,3,PASS,LIP,,40
539,Bremen,True,False,fish,4,3,4,PASS,BRE,,40
540,Oldenburg,True,False,fish,5,3,5,PASS,OLD,,40
541,Cloppenburg,True,False,precious_metal,4,2,4,PASS,OLD,,40
542,Lingen,True,False,cattle,4,1,4,PASS,FRI,,40
543,Emden,True,False,fish,5,2,5,PASS,FRI,,40
544,Schwerin,True,False,grain,4,3,4,PASS,SCA,,40
545,Neustrelitz,True,False,grain,3,3,3,PASS,SCA,,40
546,Stettin,True,False,fish,2,2,2,PASS,SCA,,40
547,Swinemunde,True,False,fruit,3,3,3,PASS,SCA,,40
548,Stralsund,True,False,fish,4,4,4,PASS,SCA,,40
549,Berlin,True,False,fruit,2,2,2,PASS,BOH,,45
550,Prenzlau,True,False,cattle,2,2,2,PASS,BOH,,40
551,Pritzwalk,True,False,cattle,3,3,3,PASS,BOH,,40
552,Cottbus,True,False,fruit,2,1,2,PASS,BOH,,40
553,Magdeburg,True,False,cattle,1,2,2,PASS,BOH,,40
554,Erfurt,True,False,iron,0,1,1,PASS,THU,,40
555,Dessau,True,False,fruit,1,2,2,PASS,BOH,,40
556,Halle,True,False,fruit,1,1,1,PASS,BOH,,40
557,Stendal,True,False,grain,2,2,2,PASS,BOH,,40
558,Dresden,True,False,coal,1,0,1,PASS,BOH,,40
559,Leipzig,True,False,coal,1,0,1,PASS,BOH,,40
560,Chemnitz,True,False,iron,0,1,1,PASS,BOH,,40
561,Weimar,True,False,sulphur,1,1,1,PASS,THU,,40
562,Gotha,True,False,iron,0,1,1,PASS,THU,,40
563,Meiningen,True,False,iron,0,2,2,PASS,THU,,40
564,Frankfurt,True,False,fruit,2,2,2,PASS,FRM,,40
565,Wiesbaden,True,False,fruit,1,2,2,PASS,NAS,,40
566,Kassel,True,False,coal,1,0,1,PASS,HEK,,40
567,Giessen,True,False,cattle,2,1,2,PASS,HEK,,40
568,Fulda,True,False,grain,1,1,1,PASS,HEK,,40
569,Mannheim,True,False,grain,2,2,2,PASS,BAD,,40
570,Mainz,True,False,sulphur,1,2,2,PASS,BRG,,40
571,Kaiserlautern,True,False,fruit,1,1,1,PASS,BRG,,40
572,Trier,True,False,iron,0,1,1,PASS,BRG,,40
573,Saarbrucken,True,False,coal,1,0,1,PASS,BRG,,40
574,Kreuznach,True,False,iron,0,1,1,PASS,BRG,,40
575,Cologne,True,False,coal,1,0,1,PASS,BRG,,40
576,Aachen,True,False,coal,1,0,1,PASS,BRG,,40
577,Kleves,True,False,coal,2,0,2,PASS,BRG,,40
578,Dusseldorf,True,False,coal,2,0,2,PASS,BEG,,40
579,Koblenz,True,False,timber,1,2,2,PASS,BEG,,40
580,Dortmund,True,False,coal,3,0,3,PASS,MNR,,40
581,Munster,True,False,coal,3,0,3,PASS,MNR,,40
582,Minden,True,False,cattle,2,1,2,PASS,LIP,,40
583,Siegen,True,False,cattle,2,1,2,PASS,NAS,,40
584,Korbach,True,False,timber,2,1,2,PASS,NAS,,40
585,Detmold,True,False,coal,3,0,3,PASS,LIP,,40
586,Karlsruhe,True,False,fruit,2,2,2,PASS,BAD,,40
587,Freiburg,True,False,fruit,1,2,2,PASS,BAD,,40
588,Konstanz,True,False,timber,1,3,3,PASS,BAD,,40
589,Stuttgart,True,False,fruit,3,2,3,PASS,WUR,,40
590,Heilbronn,True,False,fruit,2,2,2,PASS,WUR,,40
591,Tubingen,True,False,grain,2,3,3,PASS,WUR,,40
592,Augsburg,True,False,cattle,2,1,2,PASS,BAV,,40
593,Ulm,True,False,grain,2,2,2,PASS,WUR,,40
594,Sigmaringen,True,False,grain,2,3,3,PASS,WUR,,40
595,Nuremburg,True,False,grain,2,1,2,PASS,BAV,,40
596,Aschaffenburg,True,False,grain,2,2,2,PASS,BAV,,40
597,Wurzburg,True,False,fruit,1,2,2,PASS,BAV,,40
598,Bayreuth,True,False,timber,1,1,1,PASS,BAV,,40
599,Munich,True,False,coal,2,0,2,PASS,BAV,,40
600,Landshut,True,False,cattle,2,1,2,PASS,BAV,,40
601,Ingolstadt,True,False,grain,3,1,3,PASS,BAV,,40
602,Regensburg,True,False,coal,2,0,2,PASS,BAV,,40
603,Zurich,True,False,iron,0,2,2,PASS,SWI,,40
604,Basel,True,False,fruit,1,1,1,PASS,SWI,,40
605,Bern,True,False,iron,0,1,1,PASS,SWI,,40
606,Lucern,True,False,timber,1,2,2,PASS,SWI,,40
607,Geneva,True,False,grain,1,1,1,PASS,GNV,,33
608,Neuchatel,True,False,coal,1,0,1,PASS,GNV,,32
609,Sitten,True,False,coal,1,0,1,PASS,SAR,,31
610,Ponape,True,False,fish,-1,-1,-1,ISLAND,,,10
611,Chur,True,False,cattle,1,2,2,PASS,SWI,,40
612,Innsbruck,True,False,timber,2,1,2,PASS,TIR,,40
613,Salzburg,True,False,grain,1,1,1,PASS,TIR,,40
614,Bregenz,True,False,timber,1,2,2,PASS,SWI,,40
615,Lienz,True,False,timber,1,1,1,PASS,TIR,,40
616,Graz,True,False,iron,0,1,1,PASS,AUS,,35
617,Judenburg,True,False,iron,0,1,1,PASS,AUS,,35
618,Klagenfurt,True,False,coal,1,0,1,PASS,AUS,,35
619,Vienna,True,False,grain,2,1,2,PASS,AUS,,35
620,Sankt Polten,True,False,coal,1,0,1,PASS,AUS,,35
621,Krems,True,False,grain,2,1,2,PASS,AUS,,35
622,Linz,True,False,sulphur,1,1,1,PASS,AUS,,35
623,Sopron,True,False,fruit,2,2,2,PASS,HUN,,35
624,Eisenstadt,True,False,grain,1,1,1,PASS,HUN,,35
625,Prague,True,False,coal,1,0,1,PASS,BOH,,35
626,Hradec Kralove,True,False,coal,1,0,1,PASS,BOH,,35
627,Karlsbad,True,False,iron,0,1,1,PASS,BOH,,35
628,Aussig,True,False,coal,1,0,1,PASS,BOH,,35
629,Plzen,True,False,coal,1,0,1,PASS,BOH,,35
630,Budejovice,True,False,coal,2,0,2,PASS,BOH,,35
631,Brno,True,False,coal,1,0,1,PASS,BOH,,35
632,Olomouc,True,False,coal,1,0,1,PASS,BOH,,35
633,Bratislava,True,False,cattle,1,1,1,PASS,HUN,,35
634,Trencin,True,False,iron,0,1,1,PASS,HUN,,35
635,Nitra,True,False,precious_metal,1,1,1,PASS,HUN,,35
636,Banska Bystrica,True,False,iron,0,1,1,PASS,HUN,,35
637,Kosice,True,False,coal,1,0,1,PASS,HUN,,35
638,Roznava,True,False,coal,1,0,1,PASS,HUN,,35
639,Zalaegerszeg,True,False,cattle,2,2,2,PASS,HUN,,35
640,Pecs,True,False,cattle,1,1,1,PASS,HUN,,35
641,Budapest,True,False,cattle,1,2,2,PASS,HUN,,40
642,Gyor,True,False,cattle,2,2,2,PASS,HUN,,35
643,Szekesfehevar,True,False,grain,1,3,3,PASS,HUN,,35
644,Kaposvar,True,False,cattle,1,2,2,PASS,HUN,,35
645,Kecskemet,True,False,iron,0,2,2,PASS,HUN,,35
646,Miskolc,True,False,fruit,2,1,2,PASS,HUN,,35
647,Oradea,True,False,wool,2,2,2,PASS,HUN,,35
648,Debrecen,True,False,fruit,2,1,2,PASS,HUN,,35
649,Szeged,True,False,fruit,1,2,2,PASS,HUN,,35
650,Bekescsaba,True,False,fruit,1,2,2,PASS,HUN,,35
651,Szatmar,True,False,fruit,2,1,2,PASS,HUN,,35
652,Temesvar,True,False,grain,2,2,2,PASS,HUN,,35
653,Resicabanya,True,False,grain,2,2,2,PASS,HUN,,35
654,Cluj,True,False,grain,1,2,2,PASS,HUN,,35
655,Gyulafehervar,True,False,grain,1,3,3,PASS,HUN,,35
656,Deva,True,False,grain,2,2,2,PASS,HUN,,35
657,Nagyszeben,True,False,cattle,1,2,2,PASS,HUN,,35
658,Hawaii,True,False,fish,-1,-1,-1,ISLAND,HAW,,35
659,Brasso,True,False,wool,1,2,2,PASS,HUN,,35
660,Udvarhely,True,False,wool,1,1,1,PASS,HUN,,35
661,Beszterce,True,False,grain,1,1,1,PASS,HUN,,35
662,Cernauti,True,False,precious_metal,1,2,2,PASS,MOL,,35
663,Suceava,True,False,cattle,2,2,2,PASS,MOL,,35
664,Bucharest,True,False,grain,1,1,1,PASS,WAL,,35
665,Tirgu Jiu,True,False,grain,1,1,1,PASS,WAL,,35
666,Craiova,True,False,coal,1,0,1,PASS,WAL,,35
667,Tirgoviste,True,False,iron,0,1,1,PASS,WAL,,35
668,Braila,True,False,coal,1,0,1,PASS,WAL,,35
669,Calarasi,True,False,coal,2,0,2,PASS,WAL,,35
670,Iasi,True,False,fruit,3,2,3,PASS,MOL,,35
671,Botosani,True,False,fruit,2,2,2,PASS,MOL,,35
672,Bacau,True,False,grain,2,1,2,PASS,MOL,,35
673,Galati,True,False,grain,2,1,2,PASS,MOL,,35
674,Constanta,True,False,grain,3,1,3,PASS,TUR,,35
675,Tulcea,True,False,coal,2,0,2,PASS,TUR,,35
676,Chisinau,True,False,fruit,2,2,2,PASS,MOL,,35
677,Balti,True,False,fruit,2,2,2,PASS,MOL,,35
678,Izmail,True,False,fish,3,1,3,PASS,MOL,,35
679,Kolberg,True,False,grain,2,2,2,PASS,SCA,,40
680,Koslin,True,False,grain,3,3,3,PASS,SCA,,40
681,Kustrin,True,False,grain,1,1,1,PASS,BOH,,40
682,Breslau,True,False,grain,1,1,1,PASS,BOH,,40
683,Liegnitz,True,False,iron,0,1,1,PASS,BOH,,40
684,Oppeln,True,False,coal,1,0,1,PASS,BOH,,40
685,Kattowitz,True,False,coal,2,0,2,PASS,BOH,,40
686,Line Islands,True,False,opium,3,1,3,PASS,AFS,,15
687,Gorlitz,True,False,coal,1,0,1,PASS,BOH,,40
688,Troppau,True,False,coal,1,0,1,PASS,BOH,,35
689,Tesin,True,False,coal,1,0,1,PASS,BOH,,35
690,Danzig,True,False,fish,3,4,4,PASS,PLC,,40
691,Tuchel,True,False,cattle,3,3,3,PASS,PLC,,40
692,Deutsch Krone,True,False,grain,2,2,2,PASS,PLC,,40
693,Elbing,True,False,cattle,2,3,3,PASS,PRU,,40
694,Torun,True,False,grain,2,2,2,PASS,PLC,,40
695,Konigsburg,True,False,cattle,2,4,4,PASS,PRU,,40
696,Allenstein,True,False,cattle,1,3,3,PASS,PRU,,40
697,Gumbinnen,True,False,grain,2,3,3,PASS,PRU,,40
698,Memel,True,False,fish,3,4,4,PASS,LIT,,40
699,Posen,True,False,grain,2,2,2,PASS,PLC,,40
700,Bromberg,True,False,grain,3,2,3,PASS,PLC,,40
701,Gniezno,True,False,grain,2,1,2,PASS,PLC,,40
702,Lvov,True,False,coal,1,0,1,PASS,PLC,,35
703,Krakow,True,False,coal,2,0,2,PASS,PLC,,40
704,Novy Sacz,True,False,grain,1,1,1,PASS,PLC,,35
705,Przemysl,True,False,coal,2,0,2,PASS,PLC,,35
706,Warsaw,True,False,cattle,1,1,1,PASS,PLC,,40
707,Suwalki,True,False,grain,1,2,2,PASS,LIT,,35
708,Plock,True,False,fruit,1,2,2,PASS,PLC,,35
709,Lomza,True,False,iron,0,2,2,PASS,PLC,,35
710,Skierniewicz,True,False,fruit,2,1,2,PASS,PLC,,35
711,Siedlice,True,False,cattle,1,1,1,PASS,PLC,,35
712,Lodz,True,False,cattle,3,1,3,PASS,PLC,,35
713,Radom,True,False,coal,2,0,2,PASS,PLC,,35
714,Tarnow,True,False,grain,2,1,2,PASS,PLC,,35
715,Lublin,True,False,sulphur,2,1,2,PASS,PLC,,35
716,Kielce,True,False,coal,3,0,3,PASS,PLC,,35
717,Kalisz,True,False,grain,2,1,2,PASS,PLC,,35
718,Minsk,True,False,timber,1,1,1,PASS,BLR,,40
719,Bialystock,True,False,grain,1,2,2,PASS,PLC,,35
720,Turin,True,False,fruit,2,1,2,PASS,SAR,,40
721,Aosta,True,False,silk,2,1,2,PASS,SAR,,35
722,Novara,True,False,silk,1,1,1,PASS,SAR,,35
723,Alessandria,True,False,fruit,1,2,2,PASS,SAR,,35
724,Genoa,True,False,fruit,1,3,3,PASS,GEN,,40
725,Savona,True,False,fish,2,2,2,PASS,GEN,,35
726,Milan,True,False,iron,0,2,2,PASS,LOM,,45
727,Bergamo,True,False,cattle,1,3,3,PASS,LOM,,35
728,Brescia,True,False,silk,1,3,3,PASS,LOM,,35
729,Venice,True,False,fish,2,3,3,PASS,VEN,,40
730,Verona,True,False,cattle,1,2,2,PASS,VEN,,35
731,Padua,True,False,fruit,2,3,3,PASS,VEN,,40
732,Treviso,True,False,timber,1,2,2,PASS,VEN,,35
733,Udine,True,False,fish,1,2,2,PASS,VEN,,35
734,Trent,True,False,grain,1,2,2,PASS,VEN,,35
735,Bozen,True,False,grain,1,2,2,PASS,TIR,,40
736,Trieste,True,False,grain,2,2,2,PASS,VEN,,40
737,Gorizia,True,False,grain,1,1,1,PASS,VEN,,35
738,Parma,True,False,iron,0,3,3,PASS,PAR,,35
739,Modena,True,False,iron,0,3,3,PASS,MOD,,35
740,Massa,True,False,timber,1,4,4,PASS,MOD,,35
741,Bologna,True,False,timber,1,2,2,PASS,FRR,,35
742,Ferrara,True,False,grain,1,2,2,PASS,FRR,,35
743,Ravenna,True,False,wool,1,1,1,PASS,FRR,,35
744,Florence,True,False,fruit,1,2,2,PASS,TUS,,40
745,Leghorn,True,False,fish,2,3,3,PASS,TUS,,35
746,Lucca,True,False,grain,1,3,3,PASS,LUC,,35
747,Siena,True,False,grain,1,2,2,PASS,TUS,,35
748,Grosetto,True,False,cattle,1,2,2,PASS,TUS,,35
749,Rome,True,False,precious_goods,1,1,1,PASS,PAP,,45
750,Viterbo,True,False,fruit,1,2,2,PASS,PAP,,35
751,Perugia,True,False,iron,0,1,1,PASS,PAP,,35
752,Ancona,True,False,coal,1,0,1,PASS,PAP,,35
753,Aquila,True,False,coal,1,0,1,PASS,ARA,,35
754,Naples,True,False,fish,2,1,2,PASS,ARA,,40
755,Salerno,True,False,fruit,2,1,2,PASS,ARA,,35
756,Bari,True,False,grain,3,2,3,PASS,ARA,,40
757,Foggia,True,False,fish,2,1,2,PASS,ARA,,35
758,Brindisi,True,False,fish,3,2,3,PASS,ARA,,40
759,Reggio di Calabria,True,False,fish,2,1,2,PASS,ARA,,35
760,Catanzaro,True,False,coal,3,0,3,PASS,ARA,,35
761,Potenza,True,False,fruit,2,1,2,PASS,ARA,,35
762,Palermo,True,False,iron,0,3,3,PASS,ARA,,35
763,Messina,True,False,sulphur,1,2,2,PASS,ARA,,40
764,Catania,True,False,sulphur,1,3,3,PASS,ARA,,40
765,Cagliari,True,False,coal,-1,0,-1,ISLAND,ARA,,35
766,Sassari,True,False,grain,-1,1,-1,ISLAND,ARA,,35
767,Maribor,True,False,timber,1,1,1,PASS,AUS,,35
768,Ljubljana,True,False,cotton,2,1,2,PASS,AUS,,35
769,Postojna,True,False,grain,2,1,2,PASS,VEN,,35
770,Pola,True,False,grain,2,2,2,PASS,VEN,,35
771,Zagreb,True,False,timber,2,2,2,PASS,CRO,,35
772,Sisak,True,False,cattle,2,2,2,PASS,CRO,,35
773,Karlovac,True,False,fruit,1,2,2,PASS,CRO,,35
774,Senj,True,False,iron,0,3,3,PASS,VEN,,35
775,Varadzin,True,False,wool,2,2,2,PASS,CRO,,35
776,Bjelovar,True,False,grain,2,1,2,PASS,CRO,,35
777,Pozega,True,False,fruit,3,1,3,PASS,CRO,,35
778,Fiume,True,False,fruit,1,2,2,PASS,VEN,,35
779,Osijek,True,False,coal,2,0,2,PASS,HUN,,35
780,Split,True,False,fish,1,2,2,PASS,VEN,,35
781,Zadar,True,False,fish,1,3,3,PASS,VEN,,35
782,Dubrovnik,True,False,fish,2,2,2,PASS,VEN,,35
783,Sarajevo,True,False,fruit,2,1,2,PASS,CRO,,35
784,Bihac,True,False,grain,1,3,3,PASS,CRO,,35
785,Banja Luka,True,False,fruit,2,2,2,PASS,CRO,,35
786,Tuzla,True,False,grain,2,1,2,PASS,CRO,,35
787,Foca,True,False,coal,1,0,1,PASS,CRO,,35
788,Mostar,True,False,grain,2,1,2,PASS,CRO,,35
789,Livno,True,False,grain,2,2,2,PASS,CRO,,35
790,Kitwe,True,False,tobacco,4,2,4,PASS,,,15
791,Mitrovica,True,False,coal,2,0,2,PASS,HUN,,35
792,Pancevo,True,False,grain,2,1,2,PASS,HUN,,35
793,Vukovar,True,False,cattle,2,1,2,PASS,HUN,,35
794,Belgrade,True,False,grain,2,1,2,PASS,TUR,,35
795,Bor,True,False,grain,2,1,2,PASS,TUR,,35
796,Kragujevac,True,False,coal,1,0,1,PASS,TUR,,35
797,Uzice,True,False,grain,1,1,1,PASS,TUR,,35
798,Nis,True,False,timber,1,1,1,PASS,TUR,,35
799,Leskovac,True,False,timber,1,2,2,PASS,TUR,,35
800,Ulcinj,True,False,grain,1,2,2,PASS,MON,,35
801,Tahiti,True,False,fish,-1,-1,-1,ISLAND,FRA,,15
802,Pristina,True,False,timber,1,2,2,PASS,TUR,,35
803,Prizren,True,False,timber,1,2,2,PASS,TUR,,35
804,Novi Pazar,True,False,iron,0,1,1,PASS,TUR,,35
805,Salonika,True,False,cattle,2,2,2,PASS,MAC,,35
806,Skopje,True,False,timber,1,2,2,PASS,MAC,,35
807,Bitola,True,False,timber,2,1,2,PASS,MAC,,35
808,Petrich,True,False,wool,1,3,3,PASS,MAC,,35
809,Sofia,True,False,iron,0,2,2,PASS,TUR,,35
810,Vidin,True,False,grain,1,1,1,PASS,TUR,,35
811,Ruse,True,False,grain,2,2,2,PASS,TUR,,35
812,Pleven,True,False,grain,1,2,2,PASS,TUR,,35
813,Shumen,True,False,grain,1,2,2,PASS,TUR,,35
814,Varna,True,False,cotton,2,2,2,PASS,TUR,,35
815,Plovdiv,True,False,tobacco,1,3,3,PASS,TUR,,35
816,Stara Zagora,True,False,iron,0,3,3,PASS,TUR,,35
817,Burgas,True,False,grain,1,3,3,PASS,TUR,,35
818,Silistre,True,False,grain,2,1,2,PASS,TUR,,35
819,Florina,True,False,coal,3,0,3,PASS,MAC,,35
820,Grevena,True,False,grain,2,1,2,PASS,MAC,,35
821,Edessa,True,False,silk,2,1,2,PASS,MAC,,35
822,Polygyros,True,False,tobacco,3,3,3,PASS,MAC,,35
823,Kavala,True,False,tobacco,2,3,3,PASS,TUR,,35
824,Janina,True,False,wool,2,1,2,PASS,ALB,,35
825,Arta,True,False,wool,1,2,2,PASS,VEN,,35
826,Corfu,True,False,fish,3,2,3,PASS,VEN,,30
827,Zante,True,False,fish,2,2,2,PASS,VEN,,35
828,Edirne,True,False,tobacco,1,4,4,PASS,TUR,,35
829,Xanthe,True,False,grain,2,4,4,PASS,TUR,,35
830,Dedeagatch,True,False,grain,1,4,4,PASS,TUR,,35
831,Larisa,True,False,fruit,1,2,2,PASS,VEN,,35
832,Volos,True,False,grain,1,2,2,PASS,VEN,,35
833,Trikkala,True,False,grain,1,2,2,PASS,VEN,,35
834,Athens,True,False,fruit,2,1,2,PASS,VEN,,35
835,Amfissa,True,False,coal,1,0,1,PASS,VEN,,35
836,Lamia,True,False,iron,0,1,1,PASS,VEN,,35
837,Missolonghi,True,False,precious_metal,1,1,1,PASS,VEN,,35
838,Khalkis,True,False,grain,3,2,3,PASS,VEN,,35
839,Nafplion,True,False,sulphur,4,3,4,PASS,VEN,,35
840,Corinth,True,False,silk,3,2,3,PASS,VEN,,35
841,Kalamata,True,False,timber,5,4,5,PASS,VEN,,35
842,Patras,True,False,fruit,4,3,4,PASS,VEN,,35
843,Chios,True,False,fish,2,2,2,PASS,TUR,,32
844,Myteline,True,False,grain,3,4,4,PASS,TUR,,35
845,Cyclades,True,False,fish,4,3,4,PASS,VEN,,30
846,Dodecanese,True,False,grain,3,1,3,PASS,TUR,,35
847,Chania,True,False,fruit,-1,-1,-1,ISLAND,VEN,,35
848,Iraklion,True,False,fruit,-1,-1,-1,ISLAND,VEN,,35
849,Tirana,True,False,grain,2,2,2,PASS,ALB,,35
850,Shkoder,True,False,grain,1,2,2,PASS,ALB,,35
851,Durres,True,False,cattle,2,3,3,PASS,ALB,,35
852,Vlore,True,False,cattle,3,2,3,PASS,ALB,,35
853,Gjirokaster,True,False,cattle,3,1,3,PASS,ALB,,35
854,Malta,True,False,fish,-1,-1,-1,ISLAND,ARA,,32
855,Nicosia,True,False,fruit,-1,1,-1,ISLAND,VEN,,35
856,Limassol,True,False,coal,-1,0,-1,ISLAND,VEN,,35
857,Famagusta,True,False,fruit,-1,2,-1,ISLAND,VEN,,35
858,Kirklareli,True,False,tobacco,2,4,4,PASS,TUR,,35
859,Gallipoli,True,False,tobacco,2,4,4,PASS,TUR,,35
860,Istanbul,True,False,precious_goods,3,3,3,PASS,TUR,,40
861,Uskudar,True,False,grain,2,2,2,PASS,TUR,,35
862,Izmit,True,False,fruit,1,1,1,PASS,TUR,,35
863,Bursa,True,False,iron,0,1,1,PASS,TUR,,35
864,Balikesir,True,False,grain,1,2,2,PASS,TUR,,35
865,Canakkale,True,False,fish,2,3,3,PASS,TUR,,35
866,Afyon,True,False,opium,2,1,2,PASS,TUR,,35
867,Kutahya,True,False,grain,1,2,2,PASS,TUR,,35
868,Eskishehir,True,False,wool,1,1,1,PASS,TUR,,35
869,Izmir,True,False,sulphur,1,1,1,PASS,TUR,,35
870,Manisa,True,False,iron,0,2,2,PASS,TUR,,35
871,Denizli,True,False,grain,1,1,1,PASS,TUR,,35
